origin,lien,s_human,p_human,o_human,separation,s_original,p_original,o_original
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,m.09d56l,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://rdf.freebase.com/ns/m.09d56l
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry Carton de Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q14990
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Henry_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/Henry_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,アンリ・カルトン・ドゥ・ヴィアール,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/アンリ・カルトン・ドゥ・ヴィアール
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henry Carton de Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q14990
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,123556082,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://d-nb.info/gnd/123556082
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,death Place,Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,death Place,Uccle,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Uccle
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,death Date,1951-05-06,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/deathDate,1951-05-06
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,death Date,1951-5-6,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/deathDate,1951-5-6
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,birth Place,Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,birth Place,Brussels,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brussels
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,birth Place,Bruxelles,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/birthPlace,http://wikidata.dbpedia.org/resource/Q9005
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,birth Date,1869-01-31,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/birthDate,1869-01-31
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,birth Date,1869-1-31,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/birthDate,1869-1-31
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:Belgian_Ministers_of_State,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Belgian_Ministers_of_State
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:Belgian_Ministers_of_Justice,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Belgian_Ministers_of_Justice
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:1869_births,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1869_births
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:1951_deaths,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:1951_deaths
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:Belgian_Roman_Catholics,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Belgian_Roman_Catholics
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:People_from_Brussels,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:People_from_Brussels
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:Counts_of_Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Counts_of_Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:Catholic_Party_(Belgium)_politicians,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Catholic_Party_(Belgium)_politicians
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,subject,Category:Prime_Ministers_of_Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Prime_Ministers_of_Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page ID,3451477,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageID,3451477
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,wiki Page Revision ID,724767029,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageRevisionID,724767029
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,name,Henri Carton de Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/name,Henri Carton de Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,depiction,Henri_Carton_de_Wiart.jpg,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,description,Belgian former prime minister,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/dc/terms/description,Belgian former prime minister
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,given Name,Henri,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/givenName,Henri
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,gender,male,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/gender,male
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,is Primary Topic Of,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/isPrimaryTopicOf,http://en.wikipedia.org/wiki/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,surname,Carton,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/surname,Carton
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,thumbnail,Henri_Carton_de_Wiart.jpg?width=300,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg?width=300
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,was Derived From,Henri_Carton_de_Wiart?oldid=724767029,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/ns/prov#wasDerivedFrom,http://en.wikipedia.org/wiki/Henri_Carton_de_Wiart?oldid=724767029
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,Henri Carton Comte de Wiart (* 31. Januar 1869 in Brüssel; † 6. Mai 1951 in Uccle) war ein belgischer katholischer Politiker und Premierminister.,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,Henri Carton Comte de Wiart (* 31. Januar 1869 in Brüssel; † 6. Mai 1951 in Uccle) war ein belgischer katholischer Politiker und Premierminister.
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,"Le comte Henry Carton de Wiart (Bruxelles, 31 janvier 1869 - Uccle, 6 mai 1951) est un écrivain et un homme politique belge.",,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,"Le comte Henry Carton de Wiart (Bruxelles, 31 janvier 1869 - Uccle, 6 mai 1951) est un écrivain et un homme politique belge."
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,"Henri Victor Marie Ghislain, Count Carton de Wiart (31 January 1869 – 6 May 1951) was the 23rd Prime Minister of Belgium from 20 November 1920 to 6 May 1921. He was from an aristocratic family.",,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,"Henri Victor Marie Ghislain, Count Carton de Wiart (31 January 1869 – 6 May 1951) was the 23rd Prime Minister of Belgium from 20 November 1920 to 6 May 1921. He was from an aristocratic family."
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,È stato Primo Ministro dal 20 novembre 1920 al 16 dicembre 1921.,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,È stato Primo Ministro dal 20 novembre 1920 al 16 dicembre 1921.
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,"Henri Victor Marie Ghislain graaf Carton de Wiart (Brussel, 31 januari 1869 – Ukkel, 6 mei 1951) was een Belgische politicus. Hij was Eerste Minister van 1920 tot 1921.",,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,"Henri Victor Marie Ghislain graaf Carton de Wiart (Brussel, 31 januari 1869 – Ukkel, 6 mei 1951) was een Belgische politicus. Hij was Eerste Minister van 1920 tot 1921."
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,アンリ・ヴィクトール・マリー・ギラン・カルトン・ドゥ・ヴィアール伯爵（Henri Victor Marie Ghislain Carton de Wiart、1869年1月31日 - 1951年5月6日）は、ベルギーの政治家。 カルトン・ドゥ・ヴィアール伯爵家の子息としてブリュッセルで生まれたアンリは、ブリュッセル自由大学で法学を学び、弁護士となった。1896年にカトリック党の代議院議員となり、1951年に死ぬまで議員を続けることになる。1911年から1918年まで司法大臣を務め、児童の保護に関する法律の制定に尽力した。少年犯罪への措置として少年裁判所を創設し、親権者の親権を停止できる制度を制定した。これらの働きは、国王アルベール1世の称賛を受けた。 第一次世界大戦後の1920年に、カトリック党、自由党、労働党による挙国一致内閣の首班になり、首相に就任した。在任期間にはベルギー・ルクセンブルク経済同盟条約の調印を行った。1921年の首相退任後は1928年から1935年まで、国際連盟のベルギー代表を務め、1940年5月のドイツ軍のベルギー侵攻の際には、ベルギー亡命政府に同行しロンドンに逃れた。1950年には短期間であるが再び司法大臣を務めた。 アンリは作家としても有名で、いくつもの歴史小説や自叙伝などを執筆している。特に“La Cité ardente”（きらめく町）という小説の題名は、現在ではリエージュの別名となっている。,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,アンリ・ヴィクトール・マリー・ギラン・カルトン・ドゥ・ヴィアール伯爵（Henri Victor Marie Ghislain Carton de Wiart、1869年1月31日 - 1951年5月6日）は、ベルギーの政治家。 カルトン・ドゥ・ヴィアール伯爵家の子息としてブリュッセルで生まれたアンリは、ブリュッセル自由大学で法学を学び、弁護士となった。1896年にカトリック党の代議院議員となり、1951年に死ぬまで議員を続けることになる。1911年から1918年まで司法大臣を務め、児童の保護に関する法律の制定に尽力した。少年犯罪への措置として少年裁判所を創設し、親権者の親権を停止できる制度を制定した。これらの働きは、国王アルベール1世の称賛を受けた。 第一次世界大戦後の1920年に、カトリック党、自由党、労働党による挙国一致内閣の首班になり、首相に就任した。在任期間にはベルギー・ルクセンブルク経済同盟条約の調印を行った。1921年の首相退任後は1928年から1935年まで、国際連盟のベルギー代表を務め、1940年5月のドイツ軍のベルギー侵攻の際には、ベルギー亡命政府に同行しロンドンに逃れた。1950年には短期間であるが再び司法大臣を務めた。 アンリは作家としても有名で、いくつもの歴史小説や自叙伝などを執筆している。特に“La Cité ardente”（きらめく町）という小説の題名は、現在ではリエージュの別名となっている。
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,"O conde Henri Carton de Wiart (Bruxelas, 31 de janeiro de 1869 — id., 6 de maio de 1951) foi um político belga. Ocupou o lugar de primeiro-ministro da Bélgica (ou ministro-presidente) de 20 de novembro de 1920 a 16 de dezembro de 1921. Deputado católico em 1896, ministro da Justiça de 1911 a 1918, seguiu as diretrizes das encíclicas sociais de Leão XIII; membro ativo da ""jovem direita"", ele ajudou no desenvolvimento dos sindicatos cristãos. Foi também ministro do Trabalho (1932-1934).",,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,"O conde Henri Carton de Wiart (Bruxelas, 31 de janeiro de 1869 — id., 6 de maio de 1951) foi um político belga. Ocupou o lugar de primeiro-ministro da Bélgica (ou ministro-presidente) de 20 de novembro de 1920 a 16 de dezembro de 1921. Deputado católico em 1896, ministro da Justiça de 1911 a 1918, seguiu as diretrizes das encíclicas sociais de Leão XIII; membro ativo da ""jovem direita"", ele ajudou no desenvolvimento dos sindicatos cristãos. Foi também ministro do Trabalho (1932-1934)."
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,亨利·卡尔东·德维亚尔（Henri Carton de Wiart，1869年－1951年），比利时政治家、法官和作家。 他出生于一个贵族家庭。1896年选入众议院，任司法大臣（1911年至1918年）。从1920年11月20日到1921年12月16日出任比利时首相。1932年至1934年任社会福利大臣。1945年他把天主教党改组为天主教社会党。 德维亚尔是英国著名的将军阿德里安·卡尔东·德维亚尔爵士的堂兄。  亨利·卡尔东·德维亚尔是一個與歐洲人物相關的小作品。你可以通过編輯或修訂擴充其內容。比利时国旗  亨利·卡尔东·德维亚尔是一个与比利时相关的小作品。你可以通过编辑或修订扩充其内容。,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,亨利·卡尔东·德维亚尔（Henri Carton de Wiart，1869年－1951年），比利时政治家、法官和作家。 他出生于一个贵族家庭。1896年选入众议院，任司法大臣（1911年至1918年）。从1920年11月20日到1921年12月16日出任比利时首相。1932年至1934年任社会福利大臣。1945年他把天主教党改组为天主教社会党。 德维亚尔是英国著名的将军阿德里安·卡尔东·德维亚尔爵士的堂兄。  亨利·卡尔东·德维亚尔是一個與歐洲人物相關的小作品。你可以通过編輯或修訂擴充其內容。比利时国旗  亨利·卡尔东·德维亚尔是一个与比利时相关的小作品。你可以通过编辑或修订扩充其内容。
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,abstract,"Анри Виктор Мари Жислен, граф Картон де Виар (фр. Henry Victor Marie Ghislain, Comte Carton De Wiart, 31 января 1869, Брюссель — 6 мая 1951, Уккел) — бельгийский литератор и политический деятель, глава правительства страны с 20 ноября 1920 по 6 мая 1921 года. Происходил из аристократической семьи. Родился в Брюсселе, изучал право в Свободном университете Брюсселя. Он был избран в Палату представителей бельгийского парламента в 1896 году. Оставался в парламенте до самой своей смерти в 1951 году. Возглавлял коалиционное правительство в 1920—1921 годах, кроме того, занимал посты министра юстиции с 1911 до 1918 года, министра колоний в 1926—1928 годах, делегата от Бельгии в Лиге Наций с 1928 до 1935 года и министра социальной политики с 1932 до 1934 года. После немецкого вторжения в Бельгию в мае 1940 года Картон де Виарт возглавлял бельгийское правительство в изгнании в Лондоне. В 1950 году в течение двух месяцев занимал пост министра юстиции. Автор исторических романов и автобиографических произведений. Был членом Королевской академии французского языка и литературы Бельгии.",,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/abstract,"Анри Виктор Мари Жислен, граф Картон де Виар (фр. Henry Victor Marie Ghislain, Comte Carton De Wiart, 31 января 1869, Брюссель — 6 мая 1951, Уккел) — бельгийский литератор и политический деятель, глава правительства страны с 20 ноября 1920 по 6 мая 1921 года. Происходил из аристократической семьи. Родился в Брюсселе, изучал право в Свободном университете Брюсселя. Он был избран в Палату представителей бельгийского парламента в 1896 году. Оставался в парламенте до самой своей смерти в 1951 году. Возглавлял коалиционное правительство в 1920—1921 годах, кроме того, занимал посты министра юстиции с 1911 до 1918 года, министра колоний в 1926—1928 годах, делегата от Бельгии в Лиге Наций с 1928 до 1935 года и министра социальной политики с 1932 до 1934 года. После немецкого вторжения в Бельгию в мае 1940 года Картон де Виарт возглавлял бельгийское правительство в изгнании в Лондоне. В 1950 году в течение двух месяцев занимал пост министра юстиции. Автор исторических романов и автобиографических произведений. Был членом Королевской академии французского языка и литературы Бельгии."
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,monarch,Albert_I_of_Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/monarch,http://dbpedia.org/resource/Albert_I_of_Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,office,Prime Minister of Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/office,Prime Minister of Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,party,Catholic_Party_(Belgium),,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/party,http://dbpedia.org/resource/Catholic_Party_(Belgium)
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,predecessor,Léon_Delacroix,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/resource/Léon_Delacroix
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,successor,Georges_Theunis,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/successor,http://dbpedia.org/resource/Georges_Theunis
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,term Period,Henri_Carton_de_Wiart__1,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/ontology/termPeriod,http://dbpedia.org/resource/Henri_Carton_de_Wiart__1
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,title,Prime_Minister_of_Belgium,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/property/title,http://dbpedia.org/resource/Prime_Minister_of_Belgium
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,years,1920,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://dbpedia.org/property/years,1920
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,hypernym,Minister,,http://dbpedia.org/resource/Henri_Carton_de_Wiart,http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Minister
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,"Henri, Comte Carton de Wiart",wiki Page Redirects,Henri_Carton_de_Wiart,,"http://dbpedia.org/resource/Henri,_comte_Carton_de_Wiart",http://dbpedia.org/ontology/wikiPageRedirects,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,"Henri, Comte Carton de Wiart",wiki Page Redirects,Henri_Carton_de_Wiart,,"http://dbpedia.org/resource/Henri,_Comte_Carton_de_Wiart",http://dbpedia.org/ontology/wikiPageRedirects,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Carton de Wiart,wiki Page Disambiguates,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Carton_de_Wiart,http://dbpedia.org/ontology/wikiPageDisambiguates,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,primary Topic,Henri_Carton_de_Wiart,,http://en.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://xmlns.com/foaf/0.1/primaryTopic,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Georges Theunis,predecessor,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Georges_Theunis,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia,http://dbpedia.org/page/Henri_Carton_de_Wiart,Léon Delacroix,successor,Henri_Carton_de_Wiart,,http://dbpedia.org/resource/Léon_Delacroix,http://dbpedia.org/ontology/successor,http://dbpedia.org/resource/Henri_Carton_de_Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,Thing,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,Agent,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Agent
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,Person,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Person
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,Person,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Person
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,Agent,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,NaturalPerson,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,personne,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q215627
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,agent,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q24229398
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,être humain,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q5
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,type,Person,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,label,Henri Carton de Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,comment,Henri Carton Comte de Wiart (* 31. Januar 1869 in Brüssel; † 6. Mai 1951 in Uccle) war ein belgischer katholischer Politiker und Premierminister.,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2000/01/rdf-schema#comment,Henri Carton Comte de Wiart (* 31. Januar 1869 in Brüssel; † 6. Mai 1951 in Uccle) war ein belgischer katholischer Politiker und Premierminister.
dbpedia_de,http://de.dbpedia.org/page/Henri_Carton_de_Wiart,Henri Carton de Wiart,same As,Category:Henri_Carton_de_Wiart,,http://de.dbpedia.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/2002/07/owl#sameAs,http://commons.dbpedia.org/resource/Category:Henri_Carton_de_Wiart
